customer_tweet_id,customer_id,customer_message,brand_response,customer_created_at,intent,expected_escalation,difficulty,notes
2730400,498939,"@AppleSupport 

It’s happening again. Is there going to be an update to address this, or this just the “new normal”? https\://t.co/gnWFaWgh1I",@498939 That should not be happening. Which version of iOS are you using? You can check in Settings &gt; General &gt; About.,Mon Nov 20 14:19:32 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2002436,592112,@AppleSupport Oh yay!! I’m going to download right now!!,"@592112 Great to hear! Let us know if you have any issues after doing so. Remember that others who haven't done so, may still experience the issue, so some posts or messages you see will have it included.",Sat Nov 11 18:54:06 +0000 2017,general_or_unclear,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
445986,220622,"@AppleSupport re: Keynote…why is the default layout for presentations 4:3? Apple pushes progress, so shouldn’t the default be 16:9?","@220622 We'd like to get you pointed in the right direction. For assistance, please reach out to our Applications support team here: https\://t.co/IBIY3vMgPj",Thu Nov 30 18:40:01 +0000 2017,product_feature_question,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2280939,663040,@AppleSupport Started with 11.1 and not resolved by the latest update,"@663040 Has this happened with more than one Bluetooth device? Also, does this happen using the Apple Music app? Let us know in DM. https\://t.co/GDrqU22YpT",Sat Nov 11 22:47:43 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1991153,201391,@AppleSupport It’s been four days and a contact I added still isn’t synced with iCloud.,@201391 That's not what we'd expect and we're happy to help. This article can help: https\://t.co/jgOtqlBfAR DM us with questions. https\://t.co/GDrqU22YpT,Fri Nov 03 01:41:50 +0000 2017,apple_id_icloud_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2838665,477146,@AppleSupport This is getting old. I wasn’t even out in the cold and and I had to reset my phone 4 times before the screen started working. I’m running 11.2,@477146 Let's go over to DM to continue working on this together. https\://t.co/GDrqU22YpT,Wed Nov 29 15:43:20 +0000 2017,device_performance_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1772557,210265,@AppleSupport I have a case on my phone and I always have to restart my phone whenever it freezes,@210265 Thanks for letting us know. Do you know if the issue persists without the case on the device?,Wed Nov 08 02:43:16 +0000 2017,device_performance_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
110862,140657,@AppleSupport Yea I believe so it’s a bit off,@140657 Could you tell us which Apple Watch you're using and the version of watchOS that is installed?,Thu Nov 23 19:58:21 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1095197,378442,#Siri hasn’t worked on my phone 📱 since the update @AppleSupport what’s good? #iOS11,@378442 We'd love to help. Can you tell us what is happening specifically?,Mon Oct 23 21:08:43 +0000 2017,app_or_media_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2920059,116796,@AppleSupport Done. It would be appreciated if you passed this request on to the powers that be as well.,@116796 Thanks for providing your feedback. We value your feedback and recommendations. Please know that your feedback is reviewed. DM us with any additional questions. We're happy to do everything we can to help. https\://t.co/GDrqU22YpT,Wed Nov 29 03:30:53 +0000 2017,general_or_unclear,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
542395,245886,"@AppleSupport My Mac account is set in Italian, but just after the last security patch (17B1003), these #macOSHighSierra warns appears in mixed English and Italian. Any solution? https\://t.co/o282WIprDW",@245886 Thanks for the screenshots. Have you fully restarted your Mac since having this issue?,Sat Dec 02 07:01:37 +0000 2017,software_update_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1896438,339443,@AppleSupport how is my phone losing battery power while it’s plugged into the wall (says charging) &amp; on low power mode????,@339443 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https\://t.co/GDrqU22YpT,Tue Oct 24 14:33:49 +0000 2017,device_performance_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
92557,136046,"@AppleSupport I did an icloud backup two days ago, i’ll update my software","@136046 Let us know when that's done, and if the issue persists Direct Message us. https\://t.co/GDrqU22YpT",Thu Nov 30 16:42:04 +0000 2017,general_or_unclear,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1845369,274379,@AppleSupport this update is booboo. Crap. Shitake. I want my flip phone back.,@274379 We want to make sure iOS 11 is running great on your iPhone. Could you join us in DM with more details on what you're seeing? https\://t.co/GDrqU22YpT,Wed Oct 18 03:48:23 +0000 2017,software_update_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1341727,432947,"@AppleSupport It appears to be ""\_\_email\_\_""",@432947 That does appear to be a phishing attempt. Did you click on any links or enter any information?,Fri Oct 27 16:07:15 +0000 2017,security_phishing_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2033583,601303,@AppleSupport need to cancel a Genius Bar appointment but it’s not letting me do it online. Need help - appt tonight.,@601303 We'll do what we can to help you with this. Meet us in DM and we'll go from there. https\://t.co/GDrqU22YpT,Wed Oct 18 21:58:14 +0000 2017,warranty_repair_recycling,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2606723,737438,@AppleSupport (2/2) phone and going to my iPad. I’ve checked the settings on both devices. What’s going on?,@737438 We'd like to help you get all your messages. Let's meet up in DM and work through it. https\://t.co/GDrqU22YpT,Mon Oct 30 20:49:40 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2439724,699752,@AppleSupport Hi! Can you help me out with an order I made?,"@699752 We'll do all we can to help. What questions do you have?

Also, you may find answer to your order inquiries here: https\://t.co/jr7MZtpSNY",Tue Nov 14 22:13:21 +0000 2017,order_sales_issue,True,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
366160,202731,@AppleSupport upgraded to iOS11.02 and watched my battery plummet from 50% to 2% in less than 10 minutes! Hope this is being sorted?!,"@202731 We know how important battery life is, and we want to help! Which device are we working with?",Sun Oct 08 18:17:46 +0000 2017,device_performance_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1616675,495765,@AppleSupport Thanks for the response. Can landscape support be enabled in future versions of software. Can you take it as feedback?,"@495765 No problem. If you'd like to provide feedback, feel free to do so here: https\://t.co/eTPVYVFyd8",Sun Nov 05 14:15:03 +0000 2017,product_feature_question,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2410409,693026,@AppleSupport My phone isn’t on Do Not Disturb and I still don’t receive notifications for text messages. Why is that? 🤔,@693026 We'll be happy to take a look. Is everything set up for messages to get notifications? Use this for help: https\://t.co/2txgOv5s2M,Tue Nov 14 15:46:02 +0000 2017,app_or_media_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1362542,437254,@AppleSupport I have a reservation number but want to change payment method. Will that change my delivery date?,@437254 We can get you to the right team for an answer. You'll want to reach out to online sales support: https\://t.co/8yjRd1Xo0i,Fri Oct 27 18:56:13 +0000 2017,order_sales_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2683846,639845,@AppleSupport This is all I can see https\://t.co/IowxWR51H1,"@639845 Thank for that screenshot. This appears to be a phishing email. Please check out this article for how to forward it to us and identify them in the future. Avoid phishing emails, fake ‘virus‘ alerts and other scams: https\://t.co/LNMCdqt6fD",Sun Nov 19 16:46:31 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2358802,681255,"@AppleSupport - If I buy an iPhone X from the store in NJ, is it unlocked by default? Can I carry anywhere in the world without worrying about carrier? Is international warranty applicable in this case?","@681255 Thanks for reaching out! For questions about purchasing an iPhone X, reach out here: https\://t.co/8yjRd1Xo0i

As far as the warranty goes: https\://t.co/K2tQdhOWB6",Mon Nov 13 19:05:03 +0000 2017,order_sales_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1024586,362452,@AppleSupport is there something I can do to have the autocorrect stop? The new iOS is changing simple words like food to good in my texts.,"@362452 Let's help tailor the Settings to your preference. For a full breakdown on this, please view: https\://t.co/U5VKSTl2CD",Thu Oct 12 16:16:58 +0000 2017,keyboard_input_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
889021,217095,@AppleSupport hey how do I check what date these purchases were made https\://t.co/t7z1iHz4Qe,@217095 We want to help. Send us a DM and we'll help you find the information you are looking for. https\://t.co/GDrqU22YpT,Tue Oct 10 02:16:13 +0000 2017,payment_billing_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2624901,741478,"@AppleSupport Progressively getting worse, hence why I need you to run a diag tool so I can determine if I need to replace battery? https\://t.co/xnurVSoD5Q",@741478 Understood. Let's take a look at this further in DM. https\://t.co/GDrqU22YpT,Mon Oct 30 23:17:02 +0000 2017,warranty_repair_recycling,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1657217,645941,"@505648 @AppleSupport Yep, have already had to charge my iPhone 3x today! 😩 Not cool. 👎🏻",@645941 We can work with you on this issue. Send us a DM and we'll get started. https\://t.co/GDrqU2kzhr,Mon Nov 06 03:09:16 +0000 2017,device_performance_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1959414,569758,"@AppleSupport a number of my apps keep crashing on me, particularly my @318 app, since the update","@569758 We'll do all we can to help. To get started, can you describe for us what you mean when you say your apps are crashing?",Mon Oct 30 20:42:03 +0000 2017,app_or_media_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2287920,664719,I updated my phone and I’m still seeing the A ? Question mark box. 😐 @115858 @applesupport,@664719 Hi. Thank you so much for updating. We are happy to look into the autocorrect error after you've updated to 11.1.1. Are you seeing this error when you type or only when reading received messages? Send us a DM. https\://t.co/GDrqU22YpT,Sun Nov 12 01:56:52 +0000 2017,keyboard_input_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
286892,184360,"@AppleSupport yo why has the new update made my alarm not go off on silent!! Nearly made me late for work, care to explains yourselves??🤷‍♂️",@184360 That is no fun. Is this happening with all of your alarms and reminders? Or just your morning wake-up alarm?,Fri Oct 06 10:46:27 +0000 2017,app_or_media_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
62224,130250,"@AppleSupport When the Sept update ever since then there’s an exclamation point in a circle in most pictures I’m at 11.1 now, updated last night as well","@130250 Thanks for letting us know. For more help with this, you'll want to contact our Photos experts here: https\://t.co/IBIY3vMgPj",Wed Nov 01 21:52:10 +0000 2017,app_or_media_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
792769,159401,@AppleSupport I can’t seem to change my push notifications for my emails. The option to do this is no longer their in settings? 🤔,"@159401 We'd love to help. You can change mail notifications under Settings 

&gt; Notifications. More info is here: https\://t.co/E7sMv2aXe6",Thu Oct 12 06:33:22 +0000 2017,product_feature_question,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2280551,662950,@AppleSupport this afternoon. it does not go away,@662950 We'd like to try a few steps to see if we can reach a resolution for this. The first is an SMC reset. Please do the steps for your specific type of Mac here: https\://t.co/460MSj5yQz,Sat Nov 11 17:23:31 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1128285,385994,@AppleSupport Set me a appointment with Apple store in Valencia,@385994 DM us the details of your issue and we can take a look at this. https\://t.co/GDrqU22YpT,Sat Oct 14 15:35:57 +0000 2017,warranty_repair_recycling,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
148178,149705,@AppleSupport Have done that and still in the same situ 👎🏻,"@149705 OK, let's restart the iPhone and see if the issue continues. Let us know how it goes in DM: https\://t.co/GDrqU22YpT",Fri Nov 24 16:31:59 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1474741,462357,@AppleSupport will the wireless charging for the iPhone 8 Plus work if it has a pop socket on the back of it?,@462357 Great question! Any objects between the iPhone and the charger would need to be removed. https\://t.co/nfQBy0qB6l,Thu Nov 02 19:00:18 +0000 2017,product_feature_question,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1845698,552883,@AppleSupport My iPhone has suddenly started charging really slowly. Update ✅ Battery usage check ✅ Still slow! Can you help? #iPhone7Plus,@552883 We're here for you and happy to help. Send us a DM and let us know what type of charger you're using. We'll go from there. https\://t.co/GDrqU22YpT,Wed Oct 18 05:42:49 +0000 2017,device_performance_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1548759,479430,@AppleSupport @\_\_hollyhudson\_\_ We all have it downloaded. Please fix it. It’s getting annoying.,@479430 Please try the steps here to help with the issue you're experiencing: https\://t.co/uQeXsr9Kz9,Sat Nov 04 03:10:41 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2139915,629332,Apple’s iOS updated screws up my “i’s” 😒😒😒@AppleSupport stupid,@629332 Here’s what you can do to work around the issue until it’s fixed in a future software update: https\://t.co/xXaXeeSRt9,Wed Nov 08 22:02:47 +0000 2017,keyboard_input_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2077759,614504,@AppleSupport Some bugs in 11.0.1. I also cannot swipe left and right when my phone is locked – can’t see updates and use camera easily. https\://t.co/vSJnenvk3b,@614504 We'd love to help with the iOS performance. Could you Direct Message us and let us know what country you're located in? https\://t.co/GDrqU22YpT,Mon Oct 09 08:37:37 +0000 2017,software_update_issue,False,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2620,116335,@AppleSupport watchOs4 made my watch pointless Browsing music on my phone via the watch was 80% reason for buying it now it’s useless.,@116335 You should still be able to control Music on your iPhone from the watch. Check out the user guide here: https\://t.co/vRQnmrhVHj,Tue Oct 31 22:47:13 +0000 2017,app_or_media_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
627979,268737,Awful service in @115858 store today! Phone is less than a week old and clearly doesn’t work but they can’t help me without the box?! Great when you need your phone for work and it’s totally unreliable. @AppleSupport #iphoneproblems,@268737 We'd be happy to look into some options for your iPhone. DM us and tell us more about what's happening with your device and we'll go from there. https\://t.co/GDrqU22YpT,Wed Nov 22 13:05:35 +0000 2017,warranty_repair_recycling,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
385957,207374,"@AppleSupport I'm using another phone honor but I need my iphone..

I'm prefer using iphone (system and cam and safety) I love and I miss my iphone :(..","@207374 You're in the right place; we'll do all we can to help. To start, connect with us in DM: https\://t.co/GDrqU22YpT",Mon Oct 09 12:55:02 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2488652,710703,"@AppleSupport lmao when is my 8 month old, fully updated iPhone 7 going to stop freezing randomly?? Kinda sick of paying hundreds for a phone that’s underperforming 🤷🏻‍♀️","@710703 Getting the performance that's expected from your iPhone is very important to us. You're in good hands and we're going to do all we can to work towards a resolution. To get us started, may we have the exact iOS version shown in Settings &gt; General &gt; About.",Wed Nov 15 16:14:59 +0000 2017,device_performance_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1858295,555659,@AppleSupport any idea why my phone won't connect to my MacBook Pro ? Really frustrating https\://t.co/VQNUw4jznx,"@555659 That's a great question! We'd be happy to help the iPhone be seen in iTunes. Send us a DM, and we'll help you out. https\://t.co/GDrqU22YpT",Thu Oct 19 12:52:26 +0000 2017,connectivity_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
543708,246296,".\@AppleSupport @115858 - how come there isn't already information here about the widely reported ""2nd December"" bug - my phone keeps crashing/re-starting. I'm due an upgrade and so if this isn't fixed soon and fully I'll be choosing @122986 #Pixel2 Poor.........","@246296 We want your iPhone to function properly for you. Check out this support article, which addresses the issue you're experiencing: https\://t.co/Wc5MHFZb0p",Sat Dec 02 08:22:26 +0000 2017,device_performance_issue,False,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
508258,236697,@AppleSupport It did not work ! 😢,"@236697 At Settings &gt; General &gt; About &gt; Available, how much space is showing? Let us know in DM. https\://t.co/GDrqU22YpT",Fri Dec 01 21:57:49 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2136636,628534,my phone keeps logging me out of every single app I have WHYYYYY @AppleSupport,@628534 Let's look into this for you. Were these Apps signed in through your Apple ID or another account type? Let us know in DM. https\://t.co/GDrqU22YpT,Wed Nov 08 21:08:48 +0000 2017,apple_id_icloud_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
53582,128111,@AppleSupport Hi. I cannot reset the security questions after I logged in my account. What to do? :/,"@128111  We want to help with your Apple ID. If you forgot the answers to your Apple ID security questions:

https\://t.co/qaNMuN8ar1",Wed Nov 01 18:30:30 +0000 2017,apple_id_icloud_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2622669,740943,"@AppleSupport See attached. I know how to use the app but when I want to buy a song or album and want to search 'apple music', I can't. I can only search my library &amp; radio. The picture  shows what I'm referring too https\://t.co/rwl8uoC0mH",@740943 Thank you for the screenshot. We can definitely see what you mean. Are you a current Apple Music subscriber?,Fri Nov 17 18:08:39 +0000 2017,app_or_media_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1954372,580156,@AppleSupport IPhone 6 - Lag and touchscreen problems after ios 11.0.3,@580156 Thanks for reaching out to Apple Support. We can take a look at these together. Meet us in DM and we'll get started. https\://t.co/GDrqU22YpT,Sun Oct 29 18:35:54 +0000 2017,device_performance_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
446498,220761,"@AppleSupport it's pretty annoying since I can't upload or send any pic because even if it says ""try again later"" it never works",@220761 It's important to be able to open and send your pictures. Let’s get you connected to a Photos advisor. You can reach them by going to Apps &amp; Software &gt; Mac apps or iOS apps (depending on your device) &gt; Photos after clicking this link: https\://t.co/IBIY3vMgPj,Thu Nov 30 19:21:05 +0000 2017,app_or_media_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2690905,756482,@AppleSupport can I receive a verification code if I’m roaming ? I’ve been trying to access my iCloud for days now 😒😒,@756482 We'd like to look into this with you. Send us a DM letting us know if you have two-step verification enabled or two-factor authentication enabled. We'll continue there. https\://t.co/GDrqU22YpT,Sun Nov 19 14:33:12 +0000 2017,apple_id_icloud_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2028664,371772,@AppleSupport No also in the control center !,@371772 Let's continue in DM so we may better assist you. https\://t.co/GDrqU22YpT,Wed Oct 18 22:38:16 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
195999,162112,@AppleSupport Yes I am 🙂,@162112 Bluetooth and Wi-Fi work differently when turned off in Control Center. You can read more here: https\://t.co/G7BHuQnDS6,Wed Oct 04 22:38:37 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1734417,523757,@AppleSupport my iPhone started strucking when I got updated new iOS 11.1 plz resolve the issue.,"@523757 Let us help. Meet us in DM with your iPhone model and details of when this occurs, please. https\://t.co/GDrqU22YpT",Tue Nov 07 03:42:25 +0000 2017,device_performance_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1509390,470350,@AppleSupport why can’t I️ type the letter I without some weird thing going on,"@470350 Hey, you've come to the right place for help. DM us and we'll get started. https\://t.co/GDrqU22YpT",Fri Nov 03 05:48:48 +0000 2017,keyboard_input_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2307908,669466,"Every time I try and call my voicemail there’s no dial tone, nothing @AppleSupport","@669466 Thanks for reaching out. Does the Visual Voicemail feature work as expected? Also, restart the phone. Does it persist?",Tue Nov 07 17:22:16 +0000 2017,connectivity_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
228552,170492,@AppleSupport Why don't the iPads have a Calculator?,@170492 We'd like to look into this. Which iPad and software version are you using?,Wed Nov 15 04:26:08 +0000 2017,product_feature_question,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2773129,775079,"honestly, apple music is so shit. why yall removing all my downloaded songs? @115858 @115948 @AppleSupport EVERYTIME I GO TO DOWNLOAD IT AGAIN IT REMOVES OTHER SONGS!!! FUCKING SORT YA SHIT OUT.",@775079 Thanks for letting us know about this. We'd like to help you get to the bottom of this issue with your Music. Please let us know in DM if you're a current Apple Music subscriber and we'll go from there. https\://t.co/GDrqU22YpT,Tue Nov 21 11:10:00 +0000 2017,app_or_media_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1769934,532108,@AppleSupport Why is my phone acting stupid ? Im not going to buy a new one . 😑,"@532108 What seems to be going on with your iPhone. Let us know, we're happy to help!",Tue Nov 07 18:25:58 +0000 2017,general_or_unclear,True,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2058370,608768,"@AppleSupport My iPhone 6s Plus is not synching my music &amp; photos. It keeps saying ""Sync session failed to finish"" Please help.",@608768 Thanks for reaching out to us. We'd like to help! Where are you seeing this message? Let us know in DM. https\://t.co/GDrqU22YpT,Sat Oct 07 00:30:17 +0000 2017,apple_id_icloud_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
1824297,547627,@AppleSupport Why does it take 72 hours to change my cell phone number? How about supporting an international relocation? Unacceptable,@547627 We'd be happy to look into this with you. DM us details on how you're changing your cell number and we'll go from there. https\://t.co/GDrqU22YpT,Mon Oct 16 23:27:33 +0000 2017,connectivity_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
161262,153201,@AppleSupport I can’t back my iPhone up to my MacBook Pro as I keep getting the error “iTunes could not back up the iPhone Jess North because an error occurred while reading from or writing to the iPhone” How can I resolve this as I get a new phone next week and want to transfer?,"@153201 We understand how important backing up your device is, and we're happy to help. To start, please check out https\://t.co/0Yt2YL6ezw for tips. Keep us posted on how it goes. If needed, we're here for you.",Fri Nov 24 18:38:28 +0000 2017,apple_id_icloud_issue,False,hard,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
946721,225146,@AppleSupport Do you think this is an issue w/ the beta version on my phone?,@225146 We want to help identify what is causing the issue and get things working smoothly for you again. DM us and we'll continue. https\://t.co/GDrqU22YpT,Sat Oct 21 19:40:25 +0000 2017,software_update_issue,False,easy,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
2072007,612816,Yo @AppleSupport since these updates my phone works aswell as a house brick!! Sort this shit out!!,@612816 We want to work with you to get your iPhone issues resolved. DM us using the link below and let us know details. https\://t.co/GDrqU22YpT,Sat Oct 07 16:18:27 +0000 2017,device_performance_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
391716,208749,"@AppleSupport after updating to iOS 11.0.2 can’t send sms through contact in dial list , favourite and contact list... very frustrating!",@208749 Let’s work together to ease your frustration. Can you tell us what happens when you try to message?,Mon Oct 09 05:06:22 +0000 2017,connectivity_issue,False,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
848277,321592,"@AppleSupport me ajuda, minhas Fotos não estão aparecendo no celular 😔","@321592 Since our Twitter support is available in English, get help at https\://t.co/IBIY3vMgPj or join https\://t.co/pvaOFfPbjt",Fri Oct 20 12:54:49 +0000 2017,apple_id_icloud_issue,True,medium,Evaluation label prepared with assistant-assisted review against the AppleSupport 14-intent taxonomy; escalation reflects whether the issue requires human/account-specific handling.
